structure,z,L,energy_eV,energy_rel_eV
PDI-BT-COF-same_z47_L040_incl,4.7,4.0,-155798.14092208532,2.7168400889495388
PDI-BT-COF-same_z47_L050_incl,4.7,5.0,-155797.97456136876,2.883200805517845
PDI-BT-COF-same_z47_L060_incl,4.7,6.0,-155797.85154126253,3.0062209117459133
PDI-BT-COF-same_z47_L070_incl,4.7,7.0,-155797.76467623422,3.093085940054152
PDI-BT-COF-same_z47_L080_incl,4.7,8.0,-155797.71492069738,3.1428414768888615
PDI-BT-COF-same_z47_L090_incl,4.7,9.0,-155797.67300578533,3.1847563889459707
PDI-BT-COF-same_z47_L100_incl,4.7,10.0,-155797.64062672143,3.2171354528400116
PDI-BT-COF-same_z47_L110_incl,4.7,11.0,-155797.6240908263,3.2336713479598984
PDI-BT-COF-same_z47_L120_incl,4.7,12.0,-155797.63407001758,3.2236921566945966
PDI-BT-COF-same_z47_L130_incl,4.7,13.0,-155797.68405533495,3.173706839326769
PDI-BT-COF-same_z47_L140_incl,4.7,14.0,-155797.77590751418,3.081854660093086
PDI-BT-COF-same_z47_L150_incl,4.7,15.0,-155797.86449495523,2.9932672190479934
PDI-BT-COF-same_z47_L160_incl,4.7,16.0,-155797.82899529897,3.0287668753007893
PDI-BT-COF-same_z47_L170_incl,4.7,17.0,-155797.55948659478,3.298275579494657
PDI-BT-COF-same_z47_L180_incl,4.7,18.0,-155797.50290905643,3.354853117838502
PDI-BT-COF-same_z47_L181_incl,4.7,18.1,-155797.48924817488,3.368513999390416
PDI-BT-COF-same_z48_L000_incl,4.8,0.0,-155798.65733270926,2.2004294650105294
PDI-BT-COF-same_z48_L010_incl,4.8,1.0,-155798.5202352403,2.3375269339594524
PDI-BT-COF-same_z48_L020_incl,4.8,2.0,-155798.35110177333,2.5066604009480216
PDI-BT-COF-same_z48_L030_incl,4.8,3.0,-155798.17976047107,2.6780017031996977
PDI-BT-COF-same_z48_L040_incl,4.8,4.0,-155798.03080785772,2.8269543165515643
PDI-BT-COF-same_z48_L050_incl,4.8,5.0,-155797.8955197184,2.962242455861997
PDI-BT-COF-same_z48_L060_incl,4.8,6.0,-155797.79002558626,3.06773658801103
PDI-BT-COF-same_z48_L070_incl,4.8,7.0,-155797.7157678286,3.1419943456712645
PDI-BT-COF-same_z48_L080_incl,4.8,8.0,-155797.6722691852,3.1854929890832864
PDI-BT-COF-same_z48_L090_incl,4.8,9.0,-155797.6356203151,3.2221418591798283
PDI-BT-COF-same_z48_L100_incl,4.8,10.0,-155797.6078200311,3.2499421431857627
PDI-BT-COF-same_z48_L110_incl,4.8,11.0,-155797.59280580323,3.2649563710438088
PDI-BT-COF-same_z48_L120_incl,4.8,12.0,-155797.60127601994,3.2564861543360166
PDI-BT-COF-same_z48_L130_incl,4.8,13.0,-155797.64568865698,3.212073517293902
PDI-BT-COF-same_z48_L140_incl,4.8,14.0,-155797.73079486523,3.1269673090428114
PDI-BT-COF-same_z48_L150_incl,4.8,15.0,-155797.81730534922,3.040456825052388
PDI-BT-COF-same_z48_L160_incl,4.8,16.0,-155797.826923268,3.030838906270219
PDI-BT-COF-same_z48_L170_incl,4.8,17.0,-155797.66161381704,3.196148357237689
PDI-BT-COF-same_z48_L180_incl,4.8,18.0,-155797.63828614505,3.21947602921864
PDI-BT-COF-same_z48_L181_incl,4.8,18.1,-155797.6284950542,3.22926712007029
PDI-BT-COF-same_z49_L000_incl,4.9,0.0,-155798.45686311278,2.4008990614966024
PDI-BT-COF-same_z49_L010_incl,4.9,1.0,-155798.33365970076,2.524102473515086
PDI-BT-COF-same_z49_L020_incl,4.9,2.0,-155798.19478366297,2.6629785113036633
PDI-BT-COF-same_z49_L030_incl,4.9,3.0,-155798.05393665333,2.8038255209394265
PDI-BT-COF-same_z49_L040_incl,4.9,4.0,-155797.93535409673,2.922408077545697
PDI-BT-COF-same_z49_L050_incl,4.9,5.0,-155797.82666622294,3.0310959513299167
PDI-BT-COF-same_z49_L060_incl,4.9,6.0,-155797.73582104885,3.1219411254278384
PDI-BT-COF-same_z49_L070_incl,4.9,7.0,-155797.67304533016,3.1847168441163376
PDI-BT-COF-same_z49_L080_incl,4.9,8.0,-155797.63500448357,3.222757690702565
PDI-BT-COF-same_z49_L090_incl,4.9,9.0,-155797.60318202435,3.2545801499218214
PDI-BT-COF-same_z49_L100_incl,4.9,10.0,-155797.57974658138,3.2780155928921886
PDI-BT-COF-same_z49_L110_incl,4.9,11.0,-155797.56615005663,3.2916121176385786
PDI-BT-COF-same_z49_L120_incl,4.9,12.0,-155797.57289160052,3.284870573756052
PDI-BT-COF-same_z49_L130_incl,4.9,13.0,-155797.6115088086,3.246253365679877
PDI-BT-COF-same_z49_L140_incl,4.9,14.0,-155797.68933414103,3.168428033241071
PDI-BT-COF-same_z49_L150_incl,4.9,15.0,-155797.77074825793,3.087013916345313
PDI-BT-COF-same_z49_L160_incl,4.9,16.0,-155797.80848410082,3.0492780734493863
PDI-BT-COF-same_z49_L170_incl,4.9,17.0,-155797.71791097132,3.1398512029554695
PDI-BT-COF-same_z49_L180_incl,4.9,18.0,-155797.71733554197,3.1404266323079355
PDI-BT-COF-same_z49_L181_incl,4.9,18.1,-155797.7105168061,3.147245368163567
PDI-BT-COF-same_z50_L000_incl,5.0,0.0,-155798.27074113928,2.5870210349967238
PDI-BT-COF-same_z50_L010_incl,5.0,1.0,-155798.16181860102,2.6959435732569546
PDI-BT-COF-same_z50_L020_incl,5.0,2.0,-155798.05311384422,2.804648330056807
PDI-BT-COF-same_z50_L030_incl,5.0,3.0,-155797.94417255936,2.9135896149091423
PDI-BT-COF-same_z50_L040_incl,5.0,4.0,-155797.85353458847,3.0042275857995264
PDI-BT-COF-same_z50_L050_incl,5.0,5.0,-155797.7670785139,3.0906836603826378
PDI-BT-COF-same_z50_L060_incl,5.0,6.0,-155797.6887398557,3.16902231858694
PDI-BT-COF-same_z50_L070_incl,5.0,7.0,-155797.6362619202,3.2215002540615387
PDI-BT-COF-same_z50_L080_incl,5.0,8.0,-155797.60295404046,3.254808133817278
PDI-BT-COF-same_z50_L090_incl,5.0,9.0,-155797.57550670835,3.28225546592148
PDI-BT-COF-same_z50_L100_incl,5.0,10.0,-155797.5560018419,3.3017603323678486
PDI-BT-COF-same_z50_L110_incl,5.0,11.0,-155797.54380123276,3.3139609415084124
PDI-BT-COF-same_z50_L120_incl,5.0,12.0,-155797.54871235785,3.3090498164237943
PDI-BT-COF-same_z50_L130_incl,5.0,13.0,-155797.58153590647,3.2762262678006664
PDI-BT-COF-same_z50_L140_incl,5.0,14.0,-155797.65174530647,3.2060168677999172
PDI-BT-COF-same_z50_L150_incl,5.0,15.0,-155797.7263499298,3.13141224446008
PDI-BT-COF-same_z50_L160_incl,5.0,16.0,-155797.77963261245,3.0781295618216973
PDI-BT-COF-same_z50_L170_incl,5.0,17.0,-155797.74208765174,3.115674522530753
PDI-BT-COF-same_z50_L180_incl,5.0,18.0,-155797.75692991685,3.1008322574198246
PDI-BT-COF-same_z50_L181_incl,5.0,18.1,-155797.75233741704,3.105424757231958
PDI-BT-COF-same_z51_L000_incl,5.1,0.0,-155798.10173481956,2.7560273547132965
PDI-BT-COF-same_z51_L010_incl,5.1,1.0,-155798.0076260993,2.8501360749651212
