structure,z,L,energy_eV,energy_rel_eV
COF-366-Co-CN_z51_L130_incl,5.1,13.0,-74781.3388301384,1.2020262287551304
COF-366-Co-CN_z51_L140_incl,5.1,14.0,-74781.32753961172,1.2133167554275133
COF-366-Co-CN_z51_L150_incl,5.1,15.0,-74781.33319389066,1.207662476488622
COF-366-Co-CN_z51_L160_incl,5.1,16.0,-74781.34692297554,1.19393339160888
COF-366-Co-CN_z51_L170_incl,5.1,17.0,-74781.36535596354,1.175500403609476
COF-366-Co-CN_z52_L000_incl,5.2,0.0,-74781.89802775442,0.6428286127338652
COF-366-Co-CN_z52_L010_incl,5.2,1.0,-74781.89684083904,0.6440155281161424
COF-366-Co-CN_z52_L020_incl,5.2,2.0,-74781.848229359,0.6926270081457915
COF-366-Co-CN_z52_L030_incl,5.2,3.0,-74781.75371389577,0.7871424713812303
COF-366-Co-CN_z52_L040_incl,5.2,4.0,-74781.6582316048,0.8826247623510426
COF-366-Co-CN_z52_L050_incl,5.2,5.0,-74781.60114630953,0.9397100576170487
COF-366-Co-CN_z52_L060_incl,5.2,6.0,-74781.56357484996,0.9772815171891125
COF-366-Co-CN_z52_L070_incl,5.2,7.0,-74781.52951766303,1.011338704120135
COF-366-Co-CN_z52_L080_incl,5.2,8.0,-74781.47504887529,1.065807491861051
COF-366-Co-CN_z52_L090_incl,5.2,9.0,-74781.4509999207,1.0898564464587253
COF-366-Co-CN_z52_L100_incl,5.2,10.0,-74781.44579112151,1.0950652456376702
COF-366-Co-CN_z52_L110_incl,5.2,11.0,-74781.41322650772,1.127629859431181
COF-366-Co-CN_z52_L120_incl,5.2,12.0,-74781.3605622091,1.1802941580535844
COF-366-Co-CN_z52_L130_incl,5.2,13.0,-74781.32561387865,1.215242488498916
COF-366-Co-CN_z52_L140_incl,5.2,14.0,-74781.31245134235,1.2284050247981213
COF-366-Co-CN_z52_L150_incl,5.2,15.0,-74781.31802311006,1.2228332570957718
COF-366-Co-CN_z52_L160_incl,5.2,16.0,-74781.3304845355,1.2103718316502636
COF-366-Co-CN_z52_L170_incl,5.2,17.0,-74781.34702839855,1.1938279686000897
COF-366-Co-CN_z53_L000_incl,5.3,0.0,-74781.80773209644,0.7331242707150523
COF-366-Co-CN_z53_L010_incl,5.3,1.0,-74781.81221475027,0.7286416168790311
COF-366-Co-CN_z53_L020_incl,5.3,2.0,-74781.77550392471,0.7653524424385978
COF-366-Co-CN_z53_L030_incl,5.3,3.0,-74781.69762191658,0.8432344505708897
COF-366-Co-CN_z53_L040_incl,5.3,4.0,-74781.6101915907,0.9306647764460649
COF-366-Co-CN_z53_L050_incl,5.3,5.0,-74781.5505196264,0.9903367407532642
COF-366-Co-CN_z53_L060_incl,5.3,6.0,-74781.51602723316,1.0248291339958087
COF-366-Co-CN_z53_L070_incl,5.3,7.0,-74781.49119727679,1.0496590903640026
COF-366-Co-CN_z53_L080_incl,5.3,8.0,-74781.45395517978,1.0869011873728596
COF-366-Co-CN_z53_L090_incl,5.3,9.0,-74781.43732707798,1.1035292891756399
COF-366-Co-CN_z53_L100_incl,5.3,10.0,-74781.42711621139,1.1137401557643898
COF-366-Co-CN_z53_L110_incl,5.3,11.0,-74781.39338153071,1.1474748364416882
COF-366-Co-CN_z53_L120_incl,5.3,12.0,-74781.34552671008,1.1953296570718521
COF-366-Co-CN_z53_L130_incl,5.3,13.0,-74781.31354073941,1.2273156277369708
COF-366-Co-CN_z53_L140_incl,5.3,14.0,-74781.29927323319,1.2415831339603756
COF-366-Co-CN_z53_L150_incl,5.3,15.0,-74781.30457798178,1.2362783853750443
COF-366-Co-CN_z53_L160_incl,5.3,16.0,-74781.31615091568,1.2247054514737101
COF-366-Co-CN_z53_L170_incl,5.3,17.0,-74781.33074397233,1.210112394823227
COF-366-Co-CN_z54_L000_incl,5.4,0.0,-74781.72554758105,0.8153087860991945
COF-366-Co-CN_z54_L010_incl,5.4,1.0,-74781.73314104346,0.8077153236954473
COF-366-Co-CN_z54_L020_incl,5.4,2.0,-74781.7050262596,0.8358301075495547
COF-366-Co-CN_z54_L030_incl,5.4,3.0,-74781.6409816438,0.8998747233563336
COF-366-Co-CN_z54_L040_incl,5.4,4.0,-74781.56328501603,0.9775713511189679
COF-366-Co-CN_z54_L050_incl,5.4,5.0,-74781.50509753787,1.0357588292827131
COF-366-Co-CN_z54_L060_incl,5.4,6.0,-74781.4737269653,1.0671294018538902
COF-366-Co-CN_z54_L070_incl,5.4,7.0,-74781.45589870319,1.0849576639593579
COF-366-Co-CN_z54_L080_incl,5.4,8.0,-74781.43157099666,1.1092853704903973
COF-366-Co-CN_z54_L090_incl,5.4,9.0,-74781.42065502441,1.1202013427391648
COF-366-Co-CN_z54_L100_incl,5.4,10.0,-74781.40845693865,1.1323994285048684
COF-366-Co-CN_z54_L110_incl,5.4,11.0,-74781.37537694453,1.1654794226196827
COF-366-Co-CN_z54_L120_incl,5.4,12.0,-74781.33196381085,1.2088925563002704
COF-366-Co-CN_z54_L130_incl,5.4,13.0,-74781.30281252788,1.2380438392719952
COF-366-Co-CN_z54_L140_incl,5.4,14.0,-74781.288061234,1.2527951331576332
COF-366-Co-CN_z54_L150_incl,5.4,15.0,-74781.29278998871,1.2480663784372155
COF-366-Co-CN_z54_L160_incl,5.4,16.0,-74781.30362244669,1.2372339204594027
COF-366-Co-CN_z54_L170_incl,5.4,17.0,-74781.31633066594,1.2245257012109505
COF-366-Co-CN_z55_L000_incl,5.5,0.0,-74781.65264826878,0.8882080983748892
COF-366-Co-CN_z55_L010_incl,5.5,1.0,-74781.66139987462,0.8794564925337909
COF-366-Co-CN_z55_L020_incl,5.5,2.0,-74781.63954855547,0.9013078116840916
COF-366-Co-CN_z55_L030_incl,5.5,3.0,-74781.5869574493,0.9538989178545307
COF-366-Co-CN_z55_L040_incl,5.5,4.0,-74781.51934108397,1.0215152831806336
COF-366-Co-CN_z55_L050_incl,5.5,5.0,-74781.4649565729,1.0758997942466522
COF-366-Co-CN_z55_L060_incl,5.5,6.0,-74781.4365298991,1.1043264680483844
COF-366-Co-CN_z55_L070_incl,5.5,7.0,-74781.42399368063,1.1168626865255646
COF-366-Co-CN_z55_L080_incl,5.5,8.0,-74781.4092208699,1.131635497251409
COF-366-Co-CN_z55_L090_incl,5.5,9.0,-74781.40270010993,1.138156257220544
COF-366-Co-CN_z55_L100_incl,5.5,10.0,-74781.39038220065,1.1504741664975882
COF-366-Co-CN_z55_L110_incl,5.5,11.0,-74781.35916227993,1.1816940872231498
COF-366-Co-CN_z55_L120_incl,5.5,12.0,-74781.31997777346,1.2208785936963977
COF-366-Co-CN_z55_L130_incl,5.5,13.0,-74781.29349868649,1.2473576806660276
COF-366-Co-CN_z55_L140_incl,5.5,14.0,-74781.27876103371,1.2620953334408114
COF-366-Co-CN_z55_L150_incl,5.5,15.0,-74781.2825646716,1.2582916955580004
COF-366-Co-CN_z55_L160_incl,5.5,16.0,-74781.2926168899,1.2482394772523548
COF-366-Co-CN_z55_L170_incl,5.5,17.0,-74781.30363502655,1.2372213406051742
