structure,z,L,energy_eV,energy_rel_eV
PDI-BT-COF-same_z55_L045_serr,5.5,4.5,-311594.2478844901,6.66997046204051
PDI-BT-COF-same_z55_L050_serr,5.5,5.0,-311594.3197020962,6.598152855935041
PDI-BT-COF-same_z55_L055_serr,5.5,5.5,-311594.37769962393,6.540155328228138
PDI-BT-COF-same_z55_L060_serr,5.5,6.0,-311594.4162282254,6.501626726763789
PDI-BT-COF-same_z56_L000_serr,5.6,0.0,-311593.53435160575,7.383503346412908
PDI-BT-COF-same_z56_L005_serr,5.6,0.5,-311593.5465634342,7.371291517978534
PDI-BT-COF-same_z56_L010_serr,5.6,1.0,-311593.58120898984,7.3366459623211995
PDI-BT-COF-same_z56_L015_serr,5.6,1.5,-311593.63270406297,7.285150889190845
PDI-BT-COF-same_z56_L020_serr,5.6,2.0,-311593.6983783074,7.219476644764654
PDI-BT-COF-same_z56_L025_serr,5.6,2.5,-311593.7727071162,7.14514783595223
PDI-BT-COF-same_z56_L030_serr,5.6,3.0,-311593.8525606138,7.0652943383320235
PDI-BT-COF-same_z56_L035_serr,5.6,3.5,-311593.9403295687,6.977525383466855
PDI-BT-COF-same_z56_L040_serr,5.6,4.0,-311594.03229980357,6.885555148590356
PDI-BT-COF-same_z56_L045_serr,5.6,4.5,-311594.1206048458,6.797250106348656
PDI-BT-COF-same_z56_L050_serr,5.6,5.0,-311594.19880038773,6.719054564426187
PDI-BT-COF-same_z56_L055_serr,5.6,5.5,-311594.2615300232,6.656324928975664
PDI-BT-COF-same_z56_L060_serr,5.6,6.0,-311594.3042691729,6.61358577926876
PDI-BT-COF-same_z57_L000_serr,5.7,0.0,-311593.44333843805,7.474516514106654
PDI-BT-COF-same_z57_L005_serr,5.7,0.5,-311593.4549146398,7.462940312339924
PDI-BT-COF-same_z57_L010_serr,5.7,1.0,-311593.48508339917,7.432771552994382
PDI-BT-COF-same_z57_L015_serr,5.7,1.5,-311593.5316126541,7.386242298060097
PDI-BT-COF-same_z57_L020_serr,5.7,2.0,-311593.5913518118,7.326503140386194
PDI-BT-COF-same_z57_L025_serr,5.7,2.5,-311593.6586036897,7.2592512624687515
PDI-BT-COF-same_z57_L030_serr,5.7,3.0,-311593.7343669784,7.1834879737580195
PDI-BT-COF-same_z57_L035_serr,5.7,3.5,-311593.8210320485,7.09682290366618
PDI-BT-COF-same_z57_L040_serr,5.7,4.0,-311593.9135018054,7.004353146767244
PDI-BT-COF-same_z57_L045_serr,5.7,4.5,-311594.0043561163,6.913498835870996
PDI-BT-COF-same_z57_L050_serr,5.7,5.0,-311594.08553971286,6.832315239298623
PDI-BT-COF-same_z57_L055_serr,5.7,5.5,-311594.151259809,6.7665951431845315
PDI-BT-COF-same_z57_L060_serr,5.7,6.0,-311594.19804492267,6.719810029491782
PDI-BT-COF-same_z58_L000_serr,5.8,0.0,-311593.38521198573,7.532642966427375
PDI-BT-COF-same_z58_L005_serr,5.8,0.5,-311593.39437097166,7.523483980505262
PDI-BT-COF-same_z58_L010_serr,5.8,1.0,-311593.419035588,7.4988193641765974
PDI-BT-COF-same_z58_L015_serr,5.8,1.5,-311593.45802095067,7.459834001492709
PDI-BT-COF-same_z58_L020_serr,5.8,2.0,-311593.50749427144,7.410360680718441
PDI-BT-COF-same_z58_L025_serr,5.8,2.5,-311593.56672712765,7.351127824513242
PDI-BT-COF-same_z58_L030_serr,5.8,3.0,-311593.63631416374,7.281540788419079
PDI-BT-COF-same_z58_L035_serr,5.8,3.5,-311593.7182053089,7.1996496432693675
PDI-BT-COF-same_z58_L040_serr,5.8,4.0,-311593.80812457204,7.1097303801216185
PDI-BT-COF-same_z58_L045_serr,5.8,4.5,-311593.89827437483,7.0195805773255415
PDI-BT-COF-same_z58_L050_serr,5.8,5.0,-311593.9797183678,6.93813658435829
PDI-BT-COF-same_z58_L055_serr,5.8,5.5,-311594.046894479,6.870960473141167
PDI-BT-COF-same_z58_L060_serr,5.8,6.0,-311594.097177306,6.820677646144759
PDI-BT-COF-same_z59_L000_serr,5.9,0.0,-311593.3509785339,7.566876418248285
PDI-BT-COF-same_z59_L005_serr,5.9,0.5,-311593.3570985726,7.560756379563827
PDI-BT-COF-same_z59_L010_serr,5.9,1.0,-311593.37507457845,7.542780373711139
PDI-BT-COF-same_z59_L015_serr,5.9,1.5,-311593.4038165287,7.514038423483726
PDI-BT-COF-same_z59_L020_serr,5.9,2.0,-311593.4428681517,7.474986800458282
PDI-BT-COF-same_z59_L025_serr,5.9,2.5,-311593.4935957033,7.42425924888812
PDI-BT-COF-same_z59_L030_serr,5.9,3.0,-311593.5554689938,7.362385958374944
PDI-BT-COF-same_z59_L035_serr,5.9,3.5,-311593.6305616274,7.2872933247708715
PDI-BT-COF-same_z59_L040_serr,5.9,4.0,-311593.71531222726,7.202542724902742
PDI-BT-COF-same_z59_L045_serr,5.9,4.5,-311593.8017167648,7.116138187353499
PDI-BT-COF-same_z59_L050_serr,5.9,5.0,-311593.88139103184,7.036463920318056
PDI-BT-COF-same_z59_L055_serr,5.9,5.5,-311593.94871650357,6.969138448592275
PDI-BT-COF-same_z59_L060_serr,5.9,6.0,-311594.00167400215,6.916180950007401
